Precinct,WESLEY HUNT,VIRGIL JOHN BIERSCHWALE,JOHN O. ADEFOPE,JOHN CORNYN,ANNA BENDER,SARA CANADY,"GULREZ ""GUS"" KHAN",KEN PAXTON,Cast Votes,Undervotes,Overvotes,Mail Ballots,Early Voting,Election Day,EV Provisional,ED Provisional,Total Ballots Cast,Registered Voters,Turnout %
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,11,2,1,23,0,0,2,20,59,1,0,0,37,23,0,0,60,0,0
79,15,0,2,21,3,1,0,26,68,0,0,0,25,43,0,0,68,0,0
80,11,1,2,28,5,1,1,39,88,1,0,3,45,41,0,0,89,0,0
81,10,1,0,10,5,0,0,30,56,1,0,1,22,34,0,0,57,0,0
82,103,3,1,122,7,1,0,179,416,2,0,16,237,165,0,0,418,0,0
83,21,2,1,57,1,1,2,59,144,1,0,9,74,62,0,0,145,0,0
84,32,0,0,72,4,2,1,84,195,5,0,5,120,74,1,0,200,0,0
85,1,1,0,4,0,1,0,5,12,0,0,0,5,7,0,0,12,0,0
86,69,0,2,93,3,4,3,84,258,1,0,4,154,101,0,0,259,0,0
87,96,0,2,262,2,0,0,105,467,3,0,33,209,227,1,0,470,0,0
88,40,2,1,99,3,1,0,127,273,4,0,8,135,134,0,0,277,0,0
89,37,0,0,111,2,0,0,35,185,1,0,4,67,115,0,0,186,0,0
90,64,3,4,146,6,2,5,169,399,3,0,16,205,181,0,0,402,0,0
91,44,3,0,64,3,2,4,105,225,5,0,10,120,99,0,1,230,0,0
92,70,0,0,183,1,2,9,140,405,4,0,33,231,144,0,1,409,0,0
93,23,0,1,40,4,4,1,44,117,2,0,2,76,41,0,0,119,0,0
94,4,1,0,8,1,0,0,5,19,0,0,1,10,8,0,0,19,0,0
95,109,4,3,198,3,4,0,135,456,1,0,10,294,150,2,1,457,0,0
96,16,1,0,20,2,6,2,20,67,1,0,2,39,26,1,0,68,0,0
97,72,0,0,79,6,3,0,162,322,6,0,7,211,110,0,0,328,0,0
98,122,3,3,174,9,2,1,242,556,6,0,12,344,205,0,1,562,0,0
99,17,1,1,36,3,2,2,34,96,1,0,2,62,33,0,0,97,0,0
100,17,2,0,33,3,1,0,33,89,0,0,6,63,20,0,0,89,0,0
101,3,0,0,6,0,0,0,6,15,0,0,3,5,7,0,0,15,0,0
102,8,0,0,21,0,0,0,17,46,0,0,2,29,15,0,0,46,0,0
103,30,2,2,46,5,0,0,71,156,1,0,3,79,75,0,0,157,0,0
104,2,0,0,2,0,0,0,6,10,1,0,0,6,5,0,0,11,0,0
105,8,0,1,26,1,2,1,29,68,1,0,0,36,33,0,0,69,0,0
106,1,0,0,3,0,0,0,4,8,0,0,0,4,4,0,0,8,0,0
107,0,0,1,7,0,2,1,10,21,0,0,0,10,11,0,0,21,0,0
108,30,2,1,122,3,2,1,101,262,1,0,9,194,60,0,0,263,0,0
109,3,0,0,3,0,1,0,7,14,0,0,0,8,6,0,0,14,0,0
110,59,3,1,143,5,5,1,173,390,2,0,15,270,107,0,0,392,0,0
111,62,0,0,86,7,7,2,121,285,3,0,1,166,121,0,0,288,0,0
112,73,3,2,114,7,1,2,144,346,4,0,5,182,163,0,0,350,0,0
113,78,2,0,80,0,1,1,77,239,2,0,11,132,97,0,1,241,0,0
114,138,4,5,169,8,2,1,245,572,4,0,8,361,207,0,0,576,0,0
